"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-01 10:00","2020","12","01","10:00","-0.7","","-2.1","","90","","33","","18","","2.4","","98.94","","","","-6","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-01 11:00","2020","12","01","11:00","-0.2","","-2.4","","85","","33","","13","","4.8","","98.92","","","","-4","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-01 12:00","2020","12","01","12:00","0.3","","-2.6","","81","","34","","17","","8.1","","98.89","","","","","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-01 13:00","2020","12","01","13:00","0.0","","-1.9","","87","","32","","13","","3.6","","98.90","","","","-4","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-01 14:00","2020","12","01","14:00","0.0","","-2.3","","84","","32","","17","","6.4","","98.90","","","","-5","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-01 15:00","2020","12","01","15:00","0.3","","-2.9","","79","","32","","18","","8.1","","98.94","","","","","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-01 16:00","2020","12","01","16:00","0.2","","-2.5","","82","","32","","21","","16.1","","99.02","","","","","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-01 17:00","2020","12","01","17:00","-0.1","","-2.0","","87","","31","","13","","6.4","","99.09","","","","-4","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-01 18:00","2020","12","01","18:00","0.2","","-2.4","","83","","32","","15","","16.1","","99.15","","","","","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-01 19:00","2020","12","01","19:00","0.5","","-2.7","","79","","32","","18","","16.1","","99.22","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-01 20:00","2020","12","01","20:00","0.2","","-3.2","","78","","30","","24","","16.1","","99.28","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-01 21:00","2020","12","01","21:00","-0.3","","-3.5","","79","","30","","26","","16.1","","99.32","","","","-6","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-01 22:00","2020","12","01","22:00","-1.5","","-2.6","","92","","29","","17","","2.0","","99.42","","","","-7","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-01 23:00","2020","12","01","23:00","-1.0","","-3.7","","82","","30","","13","","16.1","","99.49","","","","-5","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-02 00:00","2020","12","02","00:00","-0.8","","-3.8","","80","","29","","18","","16.1","","99.53","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-02 01:00","2020","12","02","01:00","-0.5","","-4.1","","77","","28","","22","","16.1","","99.58","","","","-6","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-02 02:00","2020","12","02","02:00","-0.3","","-4.6","","73","","29","","17","","16.1","","99.68","","","","-5","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-02 03:00","2020","12","02","03:00","-0.6","","-2.5","","87","","27","","17","","16.1","","99.76","","","","-6","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-02 04:00","2020","12","02","04:00","-0.1","","-3.1","","80","","30","","15","","16.1","","99.81","","","","-5","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-02 05:00","2020","12","02","05:00","-0.4","","-2.6","","85","","28","","17","","16.1","","99.91","","","","-5","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-02 06:00","2020","12","02","06:00","0.8","","-2.8","","77","","29","","32","","16.1","","99.99","","","","","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-02 07:00","2020","12","02","07:00","1.0","","-3.1","","74","","29","","18","","16.1","","100.10","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-02 08:00","2020","12","02","08:00","1.0","","-2.9","","75","","27","","22","","16.1","","100.20","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-02 09:00","2020","12","02","09:00","0.5","","-3.5","","75","","27","","28","","16.1","","100.33","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-02 10:00","2020","12","02","10:00","0.4","","-5.4","","65","","27","","39","","16.1","","100.42","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-02 11:00","2020","12","02","11:00","1.5","","-6.0","","58","","27","","30","","16.1","","100.48","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-02 12:00","2020","12","02","12:00","2.7","","-5.6","","54","","27","","37","","16.1","","100.54","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-02 13:00","2020","12","02","13:00","3.8","","-5.6","","50","","28","","34","","16.1","","100.56","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-02 14:00","2020","12","02","14:00","4.6","","-5.5","","48","","28","","24","","16.1","","100.63","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-02 15:00","2020","12","02","15:00","4.8","","-4.2","","52","","27","","28","","16.1","","100.70","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-02 16:00","2020","12","02","16:00","4.6","","-4.1","","53","","26","","28","","16.1","","100.79","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-02 17:00","2020","12","02","17:00","3.6","","-2.3","","65","","26","","22","","16.1","","100.81","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-02 18:00","2020","12","02","18:00","3.2","","-2.9","","64","","26","","24","","16.1","","100.87","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-02 19:00","2020","12","02","19:00","2.6","","-3.2","","66","","27","","18","","16.1","","100.90","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-02 20:00","2020","12","02","20:00","2.7","","-2.8","","67","","26","","24","","16.1","","100.92","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-02 21:00","2020","12","02","21:00","2.4","","-3.0","","68","","27","","17","","16.1","","100.87","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-02 22:00","2020","12","02","22:00","2.0","","-3.1","","69","","24","","30","","16.1","","100.81","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-02 23:00","2020","12","02","23:00","1.9","","-3.4","","68","","26","","26","","16.1","","100.80","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-03 00:00","2020","12","03","00:00","1.5","","-3.4","","70","","24","","18","","16.1","","100.74","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-03 01:00","2020","12","03","01:00","1.8","","-4.0","","66","","26","","28","","16.1","","100.72","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-03 02:00","2020","12","03","02:00","1.9","","-3.8","","66","","25","","28","","16.1","","100.72","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-03 03:00","2020","12","03","03:00","1.9","","-3.1","","70","","24","","35","","16.1","","100.73","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-03 04:00","2020","12","03","04:00","1.8","","-4.3","","64","","23","","34","","16.1","","100.66","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-03 05:00","2020","12","03","05:00","1.9","","-3.8","","66","","24","","35","","16.1","","100.70","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-03 06:00","2020","12","03","06:00","1.5","","-4.4","","65","","25","","34","","16.1","","100.77","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-03 07:00","2020","12","03","07:00","1.6","","-3.9","","67","","25","","41","","16.1","","100.74","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-03 08:00","2020","12","03","08:00","1.8","","-3.5","","68","","25","","35","","16.1","","100.74","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-03 09:00","2020","12","03","09:00","2.4","","-3.1","","67","","25","","32","","16.1","","100.79","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-03 10:00","2020","12","03","10:00","3.2","","-3.3","","63","","24","","30","","16.1","","100.84","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-03 11:00","2020","12","03","11:00","3.9","","-2.7","","62","","24","","32","","16.1","","100.78","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-03 12:00","2020","12","03","12:00","4.8","","-1.6","","63","","24","","30","","16.1","","100.69","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-03 13:00","2020","12","03","13:00","5.3","","-1.6","","61","","24","","30","","16.1","","100.64","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-03 14:00","2020","12","03","14:00","5.2","","-1.4","","63","","23","","28","","16.1","","100.61","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-03 15:00","2020","12","03","15:00","4.9","","-0.3","","69","","23","","28","","16.1","","100.59","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-03 16:00","2020","12","03","16:00","4.9","","-1.5","","63","","25","","28","","16.1","","100.54","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-03 17:00","2020","12","03","17:00","4.5","","-2.4","","61","","26","","21","","16.1","","100.55","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-03 18:00","2020","12","03","18:00","4.3","","-1.7","","65","","24","","13","","16.1","","100.50","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-03 19:00","2020","12","03","19:00","5.0","","0.7","","73","","23","","28","","16.1","","100.48","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-03 20:00","2020","12","03","20:00","4.8","","0.1","","71","","23","","22","","16.1","","100.48","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-03 21:00","2020","12","03","21:00","4.7","","0.8","","76","","23","","18","","16.1","","100.42","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-03 22:00","2020","12","03","22:00","4.8","","1.1","","77","","23","","18","","16.1","","100.39","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-03 23:00","2020","12","03","23:00","5.0","","0.7","","74","","23","","26","","16.1","","100.34","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-04 00:00","2020","12","04","00:00","5.0","","-0.2","","69","","24","","30","","16.1","","100.34","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-04 01:00","2020","12","04","01:00","4.6","","-0.2","","71","","23","","32","","16.1","","100.27","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-04 02:00","2020","12","04","02:00","3.7","","0.3","","79","","23","","39","","16.1","","100.26","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-04 03:00","2020","12","04","03:00","3.4","","1.3","","86","","23","","30","","16.1","","100.26","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-04 04:00","2020","12","04","04:00","3.3","","1.4","","87","","23","","26","","16.1","","100.23","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-04 05:00","2020","12","04","05:00","2.7","","0.8","","87","","24","","26","","11.3","","100.22","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-04 06:00","2020","12","04","06:00","3.0","","0.9","","86","","23","","22","","16.1","","100.19","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-04 07:00","2020","12","04","07:00","3.6","","0.8","","82","","23","","28","","16.1","","100.16","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-04 08:00","2020","12","04","08:00","3.6","","0.7","","81","","24","","18","","16.1","","100.15","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-04 09:00","2020","12","04","09:00","3.0","","0.4","","83","","25","","24","","14.5","","100.14","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-04 10:00","2020","12","04","10:00","2.2","","0.9","","91","","24","","41","","11.3","","100.18","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-04 11:00","2020","12","04","11:00","2.5","","1.5","","93","","23","","35","","9.7","","100.17","","","","","","Rain,Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-04 12:00","2020","12","04","12:00","2.8","","1.3","","90","","25","","32","","16.1","","100.12","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-04 13:00","2020","12","04","13:00","3.0","","1.3","","88","","25","","32","","16.1","","100.09","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-04 14:00","2020","12","04","14:00","3.2","","1.4","","88","","24","","22","","16.1","","100.08","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-04 15:00","2020","12","04","15:00","3.3","","1.3","","86","","24","","24","","16.1","","100.08","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-04 16:00","2020","12","04","16:00","3.4","","1.3","","86","","26","","18","","16.1","","100.11","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-04 17:00","2020","12","04","17:00","3.6","","1.3","","85","","25","","13","","16.1","","100.17","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-04 18:00","2020","12","04","18:00","3.6","","1.2","","84","","24","","15","","14.5","","100.20","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-04 19:00","2020","12","04","19:00","3.5","","1.4","","86","","23","","11","","14.5","","100.23","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-04 20:00","2020","12","04","20:00","3.3","","1.1","","85","","26","","13","","12.9","","100.26","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-04 21:00","2020","12","04","21:00","3.0","","0.7","","85","","29","","17","","14.5","","100.28","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-04 22:00","2020","12","04","22:00","2.7","","0.6","","86","","29","","15","","14.5","","100.32","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-04 23:00","2020","12","04","23:00","2.3","","0.3","","86","","29","","11","","14.5","","100.32","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-05 00:00","2020","12","05","00:00","2.4","","0.5","","87","","32","","9","","12.9","","100.33","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-05 01:00","2020","12","05","01:00","2.3","","0.2","","86","","32","","15","","16.1","","100.34","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-05 02:00","2020","12","05","02:00","1.9","","0.0","","87","","32","","13","","16.1","","100.35","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-05 03:00","2020","12","05","03:00","2.7","","0.3","","84","","33","","13","","16.1","","100.34","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-05 04:00","2020","12","05","04:00","2.4","","0.0","","84","","32","","11","","16.1","","100.34","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-05 05:00","2020","12","05","05:00","1.8","","-1.1","","81","","35","","15","","16.1","","100.41","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-05 06:00","2020","12","05","06:00","1.7","","-1.0","","82","","32","","18","","16.1","","100.48","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-05 07:00","2020","12","05","07:00","1.6","","-1.1","","82","","32","","13","","16.1","","100.59","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-05 08:00","2020","12","05","08:00","1.5","","-1.2","","82","","33","","15","","16.1","","100.66","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-05 09:00","2020","12","05","09:00","1.0","","-1.7","","82","","34","","18","","16.1","","100.69","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-05 10:00","2020","12","05","10:00","1.0","","-2.2","","79","","34","","21","","16.1","","100.74","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-05 11:00","2020","12","05","11:00","1.1","","-2.0","","80","","34","","8","","16.1","","100.75","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-05 12:00","2020","12","05","12:00","1.4","","-2.7","","74","","33","","28","","16.1","","100.67","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-05 13:00","2020","12","05","13:00","1.9","","-2.8","","71","","32","","22","","16.1","","100.65","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-05 14:00","2020","12","05","14:00","1.4","","-4.1","","67","","33","","17","","16.1","","100.66","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-05 15:00","2020","12","05","15:00","1.0","","-4.7","","66","","32","","15","","16.1","","100.69","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-05 16:00","2020","12","05","16:00","-0.2","","-5.2","","69","","31","","22","","16.1","","100.73","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-05 17:00","2020","12","05","17:00","-1.6","","-5.3","","76","","33","","24","","16.1","","100.79","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-05 18:00","2020","12","05","18:00","-1.6","","-5.2","","76","","31","","24","","16.1","","100.85","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-05 19:00","2020","12","05","19:00","-2.1","","-6.4","","73","","33","","9","","16.1","","100.89","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-05 20:00","2020","12","05","20:00","-2.1","","-6.8","","70","","31","","13","","16.1","","100.91","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-05 21:00","2020","12","05","21:00","-2.4","","-7.0","","71","","32","","26","","16.1","","100.90","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-05 22:00","2020","12","05","22:00","-3.0","","-7.3","","72","","34","","9","","16.1","","100.86","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-05 23:00","2020","12","05","23:00","-3.0","","-7.4","","72","","32","","13","","16.1","","100.85","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-06 00:00","2020","12","06","00:00","-3.2","","-7.0","","75","","32","","15","","16.1","","100.84","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-06 01:00","2020","12","06","01:00","-3.2","","-6.7","","77","","32","","18","","16.1","","100.81","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-06 02:00","2020","12","06","02:00","-3.5","","-6.8","","78","","32","","13","","16.1","","100.82","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-06 03:00","2020","12","06","03:00","-3.6","","-6.6","","80","","30","","13","","16.1","","100.84","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-06 04:00","2020","12","06","04:00","-3.9","","-6.7","","81","","32","","13","","16.1","","100.82","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-06 05:00","2020","12","06","05:00","-3.9","","-6.9","","80","","30","","9","","16.1","","100.85","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-06 06:00","2020","12","06","06:00","-4.1","","-7.1","","80","","31","","8","","16.1","","100.86","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-06 07:00","2020","12","06","07:00","-4.4","","-7.0","","82","","30","","11","","16.1","","100.86","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-06 08:00","2020","12","06","08:00","-4.2","","-7.3","","79","","32","","11","","16.1","","100.83","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-06 09:00","2020","12","06","09:00","-3.6","","-7.1","","77","","31","","11","","16.1","","100.83","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-06 10:00","2020","12","06","10:00","-1.9","","-6.5","","71","","30","","15","","16.1","","100.83","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-06 11:00","2020","12","06","11:00","-0.4","","-5.8","","67","","33","","22","","16.1","","100.77","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-06 12:00","2020","12","06","12:00","0.4","","-5.7","","64","","30","","18","","16.1","","100.71","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-06 13:00","2020","12","06","13:00","1.0","","-6.9","","56","","32","","26","","16.1","","100.66","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-06 14:00","2020","12","06","14:00","1.3","","-6.9","","54","","30","","21","","16.1","","100.63","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-06 15:00","2020","12","06","15:00","1.4","","-6.5","","56","","30","","18","","16.1","","100.62","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-06 16:00","2020","12","06","16:00","0.8","","-6.6","","58","","33","","18","","16.1","","100.61","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-06 17:00","2020","12","06","17:00","-0.4","","-6.3","","64","","32","","15","","16.1","","100.66","","","","-5","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-06 18:00","2020","12","06","18:00","-0.7","","-6.2","","67","","30","","11","","16.1","","100.68","","","","-4","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-06 19:00","2020","12","06","19:00","-1.4","","-6.0","","71","","30","","9","","16.1","","100.67","","","","-5","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-06 20:00","2020","12","06","20:00","-2.0","","-6.0","","74","","32","","11","","16.1","","100.68","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-06 21:00","2020","12","06","21:00","-2.1","","-5.8","","76","","31","","11","","16.1","","100.69","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-06 22:00","2020","12","06","22:00","-2.6","","-5.7","","79","","32","","9","","16.1","","100.65","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-06 23:00","2020","12","06","23:00","-3.5","","-6.5","","80","","29","","11","","16.1","","100.63","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-07 00:00","2020","12","07","00:00","-2.9","","-6.4","","77","","32","","5","","16.1","","100.60","","","","-5","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-07 01:00","2020","12","07","01:00","-3.2","","-6.2","","80","","31","","11","","16.1","","100.56","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-07 02:00","2020","12","07","02:00","-3.4","","-7.4","","74","","32","","21","","16.1","","100.50","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-07 03:00","2020","12","07","03:00","-4.1","","-8.1","","74","","33","","21","","16.1","","100.52","","","","-11","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-07 04:00","2020","12","07","04:00","-4.2","","-8.2","","74","","33","","21","","16.1","","100.48","","","","-11","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-07 05:00","2020","12","07","05:00","-4.0","","-8.4","","72","","33","","17","","16.1","","100.47","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2020-12-07 06:00","2020","12","07","06:00","-4.3","","-8.3","","74","","32","","18","","16.1","","100.49","","","","-10","","NA"
